source_id,abstract,included_plant_compound,matched_name,no,included_target,extract_type,cell_lines,parameter,effect_on_target,pathway_name,core_biology,categories
15896977,"There is increasing evidence to suggest that reactive oxygen metabolites (ROMs) play a role in the pathogenesis of ischemia/reperfusion injury (I/R) in the kidney. This study was designed to determine the possible protective effect of Ginkgo biloba extract (EGb) on renal ischemia/reperfusion (I/R) injury. Wistar albino rats were unilaterally nephrectomized, and 15 days later they were subjected to 45 min of renal pedicle occlusion followed by 6 h of reperfusion. Ginkgo biloba extract (EGb) (50 mg kg(-1) day(-1)) or saline was administered twice, 15 min prior to ischemia and immediately before the reperfusion period. At the end of the treatment period, all rats were decapitated. Kidney samples were taken for histological examination or determination of the renal malondialdehyde (MDA) and glutathione (GSH) levels, myeloperoxidase (MPO) activity and collagen content. Production of reactive oxidants was monitored by chemiluminescence (CL) assay. Creatinine and urea concentrations in blood were measured for the evaluation of renal function. Tumor necrosis factor-alpha (TNF-alpha) and lactate dehydrogenase (LDH) were also assayed in serum samples. Ischemia/reperfusion caused a significant decrease in GSH level, which was accompanied with significant increases in MDA level, MPO activity and collagen content of kidney tissues. Similarly, serum BUN and creatinine levels, as well as LDH and TNF-alpha, were elevated in the I/R group as compared to control group. On the other hand, EGb treatment reversed all these biochemical indices, as well as histopathological alterations, which were induced by I/R. The findings imply that ROMs play a causal role in I/R-induced renal injury and EGb exerts renoprotective effects probably by the radical scavenging and antioxidant activities.",Ginkgo nut,Ginkgo biloba,17,GSH,Ginkgo biloba extract (EGb),rat,50 mg kg(-1) day(-1),increased GSH levels,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
15920354,"The objective of this study was to assess the protective effects of Ginkgo biloba leaf extracts (EGb) on trichloroethylene (TCE)-induced cytotoxicity and apoptosis in normal human epidermal keratinocytes (NHEK). Cytotoxicity was determined by neutral red uptake, and lipid peroxidation of the cells was assessed by malondialdehyde (MDA) and superoxide dismutase (SOD). Electron microscopy and flow cytometry were used to evaluate NHEK apoptosis. Treatment of NHEK with various concentrations of TCE caused a substantial decrease in cell viability. NR(50)from the cytotoxicity assay was found to be 4.53 mM. TCE caused an increase in MDA, while an inhibition of SOD activity, in a concentration-dependent manner. Electron microscopic examination revealed typical morphologic changes of apoptosis in cells treated with TCE. Incubation of NHEK with TCE (0, 0.125, 0.5, 2.0 mM) for 4 h increased the proportion of apoptotic cells from control of 19.23% to nearly 44.35%. Pretreatment of EGb at 10-200 mg/l dose-dependently attenuated the cytotoxic effect of TCE, prevented TCE-induced elevation of lipid peroxidation and decline of antioxidant enzyme activities. Similar inhibition by EGb on TCE-mediated NHEK apoptosis was also observed. These results suggest that EGb can protect NHEK from TCE-induced cytotoxicity and apoptosis, which may be associated with the superoxide scavenging effect and enhancement of antioxidant enzyme activities.",Ginkgo nut,Ginkgo biloba,17,SOD,leaf extract,NHEK,10-200 mg/l,prevented decline of SOD activity,NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Redox defense; Redox reset,Longevity & Cellular Resilience
15934019,"DHC-1, an herbal formulation derived from the popular plants Bacopa monniera, Emblica officinalis, Glycyrrhiza glabra, Mangifera indica and Syzygium aromaticum was studied for its antioxidant activity. The protective effect of DHC-1 in isoproterenol-induced myocardial infarction and cisplatin-induced renal damage were studied. A significant reduction in the serum markers of heart and kidney damage and the extent of lipid peroxidation with a concomitant increase in the enzymatic (SOD and CAT) and non-enzymatic antioxidants (reduced glutathione) were observed in DHC-1 pretreated animals compared with the isoproterenol or cisplatin alone treated animals. Thus it can be concluded that DHC-1 possesses a protective effect against both damaged heart and kidneys in rats. This beneficial effect may be attributed, at least in part, to its antioxidant activity.",Clove,Syzygium aromaticum,1,SOD,,rats,,increased SOD activity,NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Redox defense; Redox reset,Longevity & Cellular Resilience
15964749,"In the paper, two main methods, which are Serum Pharmacology and Traditional Pharmacology, were adopted to study Chinese traditional medicine, such as Ginkgo biloba extract (GBE), ginsenosides (GS) and compound GG (GBE+GS), pharmacology in vitro. The results showed that there were evident difference between the results of Serum Pharmacology and that of Traditional Pharmacology. There was no significant difference between the drug effect of crude GS on nitric oxide (NO) production in ECV304 and that of crude GBE, and the drug effect of GG was superior to that of GS and GBE, respectively. But, compared with GBE serum, the GS serum up-regulation of NO production in ECV304 increased significantly, and the GG serum up-regulation of the NO production in ECV304 was inferior to that of GS serum and GBE serum significantly. The results suggested that Serum Pharmacological study should be adopted in the pharmacological investigation on the Chinese traditional medicine and the drug screening of the Chinese traditional medicine.",Ginkgo nut,Ginkgo biloba,17,NO,crude extract,ECV304,,no significant difference in NO production compared to crude GS,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
15974642,"Elderly patients are more likely to ingest prescription medications concurrently with botanical supplements, and may therefore be vulnerable to herb-drug interactions. Phytochemical-mediated modulation of cytochrome P450 (CYP) activity may underlie many herb-drug interactions. Some evidence suggests that CYP activity may decrease in the elderly. If so, herb-mediated changes in CYP activity may take on greater clinical relevance in this population. In this study, single timepoint, phenotypic metabolic ratios were used to determine whether long-term supplementation of St John's wort, garlic oil, Panax ginseng, and Ginkgo biloba affected CYP1A2, CYP2D6, CYP2E1 or CYP3A4 activity in elderly subjects. Twelve healthy volunteers between the ages of 60 and 76 years (mean age 67 years) were randomly assigned to receive each botanical supplement for 28 days followed by a 30-day washout period. Probe drug cocktails of midazolam, caffeine, chlorzoxazone and debrisoquine were administered before and at the end of supplementation. Pre- and post-supplementation phenotypic ratios were determined for CYP3A4, CYP1A2, CYP2E1 and CYP2D6 using 1-hydroxymidazolam/midazolam serum ratios (1-hour), paraxanthine/caffeine serum ratios (6-hour), 6-hydroxychlorzoxazone/chlorzoxazone serum ratios (2-hour) and debrisoquine urinary recovery ratios (8-hour), respectively. The content of purported 'active' phytochemicals was determined for each supplement. Comparisons of pre- and post-St John's wort phenotypic ratios revealed significant induction of CYP3A4 (approximately 140%) and CYP2E1 activity (approximately 28%). Garlic oil inhibited CYP2E1 activity by approximately 22%. P. ginseng inhibition of CYP2D6 was statistically significant, but the magnitude of the effect (approximately 7%) did not appear to be clinically relevant. None of the supplements tested in this study appeared to affect CYP1A2 activity. Elderly subjects, like their younger counterparts, are susceptible to herb-mediated changes in CYP activity, especially those involving St John's wort. Pharmacokinetic herb-drug interactions stemming from alterations in CYP activity may adversely affect drug efficacy and/or toxicity. When compared with earlier studies that employed young subjects, the data suggest that some age-related changes in CYP responsivity to botanical supplementation may exist. Concomitant ingestion of botanical supplements with prescription medications, therefore, should be strongly discouraged in the elderly.",Ginkgo nut,Ginkgo biloba,17,CYP2E1,,human,,,CYP2E1 ethanol bioactivation pathway,Alcohol metabolism toxicity,Liver Health / Fibrosis
15990158,"A field study was conducted adjacent to the tailings deposit of the Aitik copper mine in the north of Sweden to investigate the effects of sewage sludge on pH and plant availability of Al, Mn, Cu, Zn, Ni, Pb, As, Cr and Cd in the oxidising sulphide tailings. One treatment was supplied with sewage sludge, while the control received NPK-fertiliser. The tailings samples were collected at the beginning and the end of the growing season and extracted by NH(4)NO(3), NH(4)Ac-EDTA and HNO(3). Plant tissue concentrations of the elements were determined in the above-ground parts of barley (Hordeum vulgare) and red fescue (Festuca rubra). The application of sewage sludge resulted in higher crop yields compared to the control, although the buffering capacity and the metal immobilising effect of the sludge were limited. The pH decreased from 6.6 to 4.3 in the control and from 6.4 to 4.8 in the sludge-treated tailings during the growing season, probably due to sulphide oxidation in the tailings. This resulted in increased levels of soluble elements in all treatments studied. Application of sewage sludge resulted in elevated levels of soluble Zn and lower values of soluble As and Cd in the unaltered tailings but increased levels of specifically adsorbed Cu, Ni and As in the oxidised tailings. This was partly reflected in the plants, as the application of sewage sludge resulted in 67 mg Zn kg(-1) in barley grains and 60 mg Zn kg(-1) in red fescue shoots, both values twice as high as the corresponding values in the control, but lower As contents in both straw (0.3 mg kg(-1)) and grain (0.06 mg kg(-1)) of barley compared to the control (0.6 and 0.2 mg kg(-1), respectively). In addition, red fescue grown in sludge-treated plots contained significantly higher levels of Al, Cu, Pb, As and Cr compared to the control. The levels of several metals in barley and red fescue grown in both treatments exceeded background values found in the literature. The Cu content in barley straw exceeded 100 mg kg(-1) in both treatments and might be toxic to grazing animals. Thus, this study suggests that adding sewage sludge to the mine tailings at Aitik would not counteract the effects of the sulphide oxidation in the tailings. Furthermore, using a sequential extraction technique proved preferable to using total metal analysis in order to predict plant uptake of the elements in the tailings.",Malted barley,Hordeum vulgare,35,NO,,"barley (Hordeum vulgare), red fescue (Festuca rubra)",,,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
16020429,"Glutathione S-transferases (GSTs) (EC 2.5.1.18) are multifunctional proteins involved in such diverse intracellular events as primary and secondary metabolism, signaling and stress metabolism. In this study, we found a senescence-induced tau-class GST (SIGST) in senescent leaves of barley (Hordeum vulgare L.). The SIGST was purified 19-fold to homogeneity from initial crude extracts by three steps of chromatography with a yield of 5%. The purified SIGST had a GSH-conjugating activity and peroxidase (POD) activity at the same level of 1.7 micromol min(-1) mg protein(-1), although restricted substrate selectivity could be seen in POD activity. Barley SIGST is a slightly acidic protein with a molecular weight of 49 k and is composed of two subunits. The enzyme exhibited a single pH optimum at pH 8.3. The K(m) values were 0.285 mM for GSH and 0.293 mM for 1-chloro-2,4-dinitrobenzene. In most respects, the barley enzyme resembles those that have been reported from other higher plants. The SIGST gene was cloned from cDNA of senescent barley leaves. DNA sequence analysis shows that the cloned SIGST had only one base different from the barley embryo GST, ECGST. The obtained sequence indicates that SIGST is classified into the plant-specific tau class. mRNA expression analysis showed that in addition to senescence, SIGST was strongly induced by treatment with a herbicide and low temperature. The responses to these stresses suggest that SIGST may be involved at least partly in the secondary metabolism as an antioxidant and enhancement of enzymatic activity during senescence.",Malted barley,Hordeum vulgare,35,GSH,crude extract,,,exhibits GSH-conjugating activity with K(m) of 0.285 mM,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
16047559,"Houttuynia cordata Thunb. (HC), Glycyrrhiza uralensis Fischer (GU), Forsythia suspense (Thunb.) Vahl (FS), and Lonicera japonica Thunb. (LJ) are Chinese herbs known to possess anti-inflammatory properties. The effects of aqueous extracts of these herbs on the production of the pro-inflammatory mediators, nitric oxide (NO) and tumor necrosis factor-alpha (TNF-alpha) were examined in an activated macrophage-like cell line, RAW 264.7 cells. Aqueous extracts from FS at 0.0625-2.0 mg/ml inhibited in vitro production of NO and secretion of TNF-alpha in a dose-dependent manner. FS at 1.0-2.0 mg/ml and 0.125-2.0 mg/ml significantly inhibited NO production and TNF-alpha, respectively. An extract of LJ demonstrated potent inhibition of both NO production and TNF-alpha secretion in a dose-dependent manner. An aqueous extract from HC inhibited NO production in a dose-dependent manner, but minimally (approximately 30%) inhibited TNF-a secretion at 0.0625 and 0.125 mg/ml. In contrast, an aqueous extract of GU had a minimal effect on both the production of NO and the secretion of TNF-alpha. Viability of cells at all concentrations studied was unaffected as determined by MTT cytotoxicity assay and trypan blue dye exclusion. These results suggest that aqueous extracts from FS, LJ and HC have anti-inflammatory actions as measured by inhibition of NO production and/or TNF-alpha secretion.",Honeysuckle flower,Lonicera japonica,40,NO,aqueous,RAW 264.7,,inhibited NO production in a dose-dependent manner,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
16154779,"Bak Foong Pills (BFP), a traditional Chinese medicine used for centuries for the enhancement of women's health, was shown to display neuro-protective activity in the 1-methyl-4-phenyl-1,2,4,6,-tetrahydro-pyridine (MPTP)-induced mouse model in a previous study. In order to elucidate its mechanism of action, we investigated the anti-apoptotic properties of Bak Foong Pills and its main ingredients, including Panax ginseng, Angelica sinensis, Glycyrrhiza uralensis, and Ligusticum chuanxiong, in the 6-hydroxydopamine (6-OHDA)-treated PC12 cell model. The addition of the neurotoxin could cause significant cell death and reduction of cell proliferation, as shown in the results determined by MTT assay, nitric oxide (NO) measurement and flow cytometric propidium iodine (PI) staining analysis, while pre-treatment of PC12 cell with either BFP or its main ingredients prevented the toxicity to some degree. In addition, the neurotoxin caused an elevated activation of caspase-3, the key enzyme for activation of the cellular apoptotic cascade, whereas BFP or its main ingredients inhibited the activation of caspase-3. These results strongly indicate that BFP and its main ingredients may provide a useful therapeutic strategy for the treatment of neurodegenerative diseases, such as Parkinson's disease.",Licorice root,Glycyrrhiza uralensis,15,NO,,"PC12, mouse",,"pre-treatment with BFP or its main ingredients prevented toxicity (indirectly related to NO reduction), but no specific quantitative effect on NO was reported",eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
16180095,"The present study reports the immunomodulatory effects of seabuckthorn (Hippophae rhamnoides L.) leaf extract on cellular and humoral immune response by studying delayed-type hypersensitivity response, IL-2, IL-4 and gamma-IFN levels and antibody titres in chromium-induced immunosuppressed animals. Oral feeding of chromium (30 mg/kg bw) significantly inhibited antibody production and S-RBC induced delayed-type hypersensitivity response. Administration of leaf extract (100 mg/kg bw) along with chromium significantly inhibited chromium-induced immunosuppression. To understand the immunomodulatory mechanism of leaf extract, in vitro studies were carried out using rat lymphocytes. Addition of chromium resulted in a significant decrease in lymphocyte size and increased ROS generation. The leaf extract of seabuckthorn significantly inhibited chromium-induced reactive oxygen species (ROS) generation and maintained the cell size identical to that of control cells. Chromium treatment markedly inhibited the mitochondrial transmembrane potential by larger lymphocytes in particular, while the leaf extract restored the same significantly. Chromium also inhibited significantly concanavalin A (ConA) induced IL-2, IL-4 and gamma-IFN production in rat lymphocytes. The leaf extract (100 microg/ml) alone stimulated IL-2 and gamma-IFN production even in the absence of ConA and also inhibited chromium-induced decline in IL-2 and gamma-IFN production but it did not change IL-4 production. These observations suggest that the leaf extract of seabuckthorn has significant immunomodulatory activity and specifically activates the cell-mediated immune response.",Sea buckthorn,Hippophae rhamnoides,28,ROS,leaf extract,"rat lymphocytes, chromium-induced immunosuppressed animals","100 microg/ml (in vitro), 100 mg/kg bw (in vivo)",inhibited chromium-induced ROS generation,Mitochondrial redox recovery pathway; CISD2 mitochondrial integrity pathway; Glutathione redox defense pathway,Redox reset; Mitochondrial stability; Oxidative stress,Longevity & Cellular Resilience; Liver Health / Fibrosis
16185767,"Several human diseases have been associated with the overproduction of reactive oxygen species (ROS) and subsequently various antioxidants emerged as potential therapeutic agents that scavenge ROS. As an oxidative stress model of human disease, we used hydrogen peroxide (H2O2) to study effect of ROS on C6 glioma cells as a surrogate for astrocytes. H2O2 induced dose- and time-dependent apoptotic cell death which was preceded by growth arrest, and transiently activated the signalling proteins ATF-2, ERK1/2 and AKT in C6 glioma cells. While several antioxidants failed to block H2O2-induced apoptosis of these cells, Ginkgo biloba extract (EGb) totally prevented the cell death and growth inhibition induced by H2O2. Interestingly, EGb did not prevent the activation of ATF-2, ERK1/2 and AKT induced by H2O2 excluding the role of these factors in the pro-apoptotic effect of H2O2. We have previously shown that the lipid-lowering drug, simvastatin, causes apoptotic cell death in C6 glioma cells [Koyuturk M, Ersoz M, Altiok N. Simvastatin induces proliferation inhibition and apoptosis in C6 glioma cells via c-jun N-terminal kinase. Neurosci Lett 2004;370(2-3):212-7]. However, in parallel experiments with H2O2, EGb was unable to prevent cell death induced by simvastatin suggesting the involvement of separate signalling pathways between H2O2 and simvastatin. Thus, EGb and other plant flavonoids might have potential as protective agents against apoptosis through scavenging ROS upon cerebral or myocardial diseases associated with free radical generation.",Ginkgo nut,Ginkgo biloba,17,ROS; AKT,Ginkgo biloba extract (EGb),C6 glioma cells,,scavenged ROS and did not prevent activation of AKT,AKT–FOXO1 hepatic glucose–lipid crosstalk pathway; Mitochondrial redox recovery pathway; CISD2 mitochondrial integrity pathway; Glutathione redox defense pathway,Insulin signaling; Redox reset; Mitochondrial stability; Oxidative stress,Liver Health / Fibrosis; Longevity & Cellular Resilience; Liver Health / Fibrosis
16222734,"To assess the antioxidant and antifibrotic effects of long-term Ginkgo biloba administration on liver fibrosis induced by biliary obstruction in rats. Liver fibrosis was induced in male Wistar albino rats by bile duct ligation and scission (BDL). Ginkgo biloba extract (EGb 761, 50 mg/kg.per d) or saline was administered for 28 d. At the end of the treatment period, all rats were killed. Serum aspartate aminotransferase (AST), alanine aminotransferase (ALT), and lactate dehydrogenase (LDH) levels were determined to assess liver functions and tissue damage, respectively. Tumor necrosis factor-alpha (TNF-alpha) was also assayed in serum samples. Liver tissues were taken for determination of the hepatic malondialdehyde (MDA) and glutathione (GSH) levels, myeloperoxidase (MPO) activity and collagen content. Production of reactive oxidants was monitored by chemiluminescence (CL) assay. Serum AST, ALT, LDH, and TNF-alpha levels were elevated in the BDL group as compared to control group and were significantly decreased by EGb treatment. Hepatic GSH level, depressed by BDL, was elevated back to control level in EGb-treated BDL group. Increase in tissue MDA level, MPO activity and collagen content due to BDL were also attenuated by EGb treatment. Furthermore, luminol and lucigenin CL values in BDL group increased dramatically compared to control and reduced by EGb treatment. Our results suggest that Ginkgo biloba protects the liver from oxidative damage following BDL in rats. This effect possibly involves the inhibition of neutrophil infiltration and lipid peroxidation; thus, restoration of oxidant and antioxidant status in the tissue.",Ginkgo nut,Ginkgo biloba,17,GSH,Ginkgo biloba extract,rat,50 mg/kg/day,restored GSH levels to control levels,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
16236146,"We have studied the effects of three antioxidants and amrinone, an inotropic agent, against vancomycin-induced nephrotoxicity in rats by investigating renal function and morphology. Thirty adult female Sprague Dawley rats (168-234 g) were divided into six groups. A saline-treated group served as control. The other five groups were treated for 7 days with vancomycin alone or in combination with alpha-lipoic acid, Ginkgo biloba extract 761, melatonin or amrinone. On day 8, all the rats were sacrificed by decapitation, kidney tissues were excised immediately and blood and kidney samples were collected. Blood urea and creatinine, kidney tissue malondialdehyde levels, and kidney superoxide dismutase and glutathione (GSH) peroxidase activities were measured. The kidneys were also examined for histological changes. Vancomycin administration led to increased urea, creatinine and malondialdehyde levels and decreased superoxide dismutase and GSH peroxidase activities. Co-administration of alpha-lipoic acid, Ginkgo biloba extract, melatonin or amrinone with vancomycin prevented the increases in the urea, creatinine and melondialdehyde levels and also resulted in higher superoxide dismutase and GSH peroxidase activities. The antioxidants and AMR improved the renal pathology compared to rats treated with vancomycin alone (P0.05). These results indicate that the three antioxidants and amrinone have potential protective effects against vancomycin-induced nephrotoxicity, which might in part be due to inhibition of free oxygen radical production. Amrinone was the most effective drug as judged on the basis of the pathological findings.",Melatonin,Melatonin,386,GSH,,Sprague Dawley rats,,,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
16278567,"This study was designed to determine the possible protective effect of Ginkgo biloba extract (EGb) against oxidative organ damage distant from the original burn wound. Under brief ether anesthesia, the shaved dorsum of the rats was exposed to 90 degrees C (burn group) or 25 degrees C (control group) water bath for 10 seconds. EGb (50 mg/kg/day) or saline was administered intraperitoneally immediately and at 12 hours after the burn injury. Rats were decapitated 24 hours after burn injury and tissue samples from the liver and kidney were taken for the determination of malondialdehyde (MDA) and glutathione (GSH) levels, myeloperoxidase (MPO) activity, and collagen contents. Formation of reactive oxygen species in the tissue samples was monitored by the chemiluminescence technique. Tissues also were examined microscopically. Blood urea nitrogen, creatinine, alanine aminotransferase, and aspartate aminotransferase levels and tumor necrosis factor- and lactate dehydrogenase activity were assayed in serum samples. Severe skin scald injury (30% TBSA) caused a significant decrease in GSH levels and significant increases in MDA levels, MPO activity, and collagen content of hepatic and renal tissues. Treatment of rats with EGb significantly increased the GSH level and decreased the MDA level, MPO activity, and collagen contents. Similarly, serum alanine aminotransferase, aspartate aminotransferase, and blood urea nitrogen levels, as well as lactate dehydrogenase and tumor necrosis factor-, were increased in the burn group as compared with the control group. However, treatment with EGb reversed all these biochemical indices, as well as histopathological alterations that were induced by thermal trauma. Our results show that thermal trauma-induced oxidative damage in hepatic and renal tissues is protected by the administration of EGb, with its antioxidant effects. Therefore, its therapeutic role as a ""tissue injury-limiting agent"" must be further elucidated in oxidant-induced tissue damage.",Ginkgo nut,Ginkgo biloba,17,GSH,Ginkgo biloba extract (EGb),rat,50 mg/kg/day,significantly increased GSH levels,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
16310993,"In traditional Chinese medicine (TCM), there are three Cheng-Chi-Tang decoctions (CCTDs) including: Ta-Cheng-Chi-Tang (TCCT), Xiao-Chen-Chi-Tang (XCCT) and Tiao-Wei-Chen-Chi-Tang (TWCCT), which are the frequently used purgative remedies to treat ""internal heat""-induced symptoms like a bloated and painful abdomen, hard stools and fever, etc. Constituents in each formulation are Rheum palmatum L. (Polygonaceae), Magnolia officinalis Rehd. et Wils. (Magnoliaceae), Citrus aurantium L. (Rutaceae), Mirabilitum (mirabilite, crystals of sodium sulfate, Na2SO4) for TCCT; Rheum palmatum, Magnolia officinalis, Citrus aurantium for XCCT; and Rheum palmatum, Mirabilitum, Glycyrrhiza uralensis Fisch. (Leguminosae) for TWCCT. However, the underlying mechanisms for purging internal pathological heat are far from fully clarified, and few scientific investigations have been carried out to delineate the relationships between the anti-inflammatory effects and laxative potencies of these formulations. In this study, the anti-inflammatory effects of the three CCTDs on lipopolysaccharide (LPS)-induced nitric oxide (NO) and prostaglandin E (PGE2) production in RAW 264.7 cells, carrageenan-induced paw edema in mice and the laxative effect in mice were explored. The results showed that TCCT inhibited LPS-induced NO and PGE2 production and inducible nitric oxide synthase (iNOS) expression in RAW 264.7 cells more effectively than did XCCT or TWCCT. Moreover, paw edema of carrageenan-treated mice was significantly attenuated in mice pretreated with 1 g/kg TCCT. TCCT also showed the strongest purgative activity among the three formulations. These findings indicate that TCCT has anti-inflammatory effects in addition to its traditionally known purgative activities. It may have potential to treat inflammatory disease conditions.",Licorice root,Glycyrrhiza uralensis,15,NO,,RAW 264.7,,inhibited LPS-induced nitric oxide (NO) production,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
16437743,"Oxidative stress can be implicated as a cause of liver fibrosis. In this sense, Ginkgo Biloba Extract (EGB), an antioxidant, may be beneficial in restraining liver fibrosis. The aim of this study was to evaluate the effects of EGB on experimental liver fibrosis. Rat liver fibrosis was induced by intraperitoneal injection of carbon tetrachloride (CCl4) twice a week for 8 weeks. Three groups of rats received EGB (0.25, 0.5 and 1.0 g/kg, respectively) by stomach everyday. CCl4 administration induced liver fibrosis, which was inhibited by EGB in a dose-dependent manner. The histopathologic score of fibrosis, liver function and the levels of plasma hyaluronic acid (HA) and laminin (LN) were significantly improved in rats treated with CCl4 + EGB, compared with those treated with CCl4 only (p  0.01 or p  0.05). The activities of superoxide dismutase (SOD) and glutathione peroxidase (GSH-Px) were notably elevated, while malondialdehyde (MDA) content was significantly decreased in the rats treated with CCl4 + EGB (p  0.01 or p  0.05). Inhibition of hepatic stellate cell (HSC) activation and nuclear factor kappaBP65 (NF-kappaBP65) expression was demonstrated in the livers of EGB-treated rats. The activation of NF-kappaB was significantly suppressed in EGB-treated rats determined by electrophoretic mobility shift assay (EMSA). Furthermore, EGB reduced expressions of transforming growth factor-beta1 (TGF-beta1) and collagen I mRNA. In conclusion, EGB is able to ameliorate liver injury and prevent rats from CCl4-induced liver fibrosis by suppressing oxidative stress. This process may be related to inhibiting the induction of NF-kappaB on HSC activation and the expression of TGF-beta1.",Ginkgo nut,Ginkgo biloba,17,SOD; GSH,extract,rat,"0.25, 0.5, and 1.0 g/kg",activities of superoxide dismutase (SOD) were notably elevated,Glutathione redox defense pathway; NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Oxidative stress; Redox defense; Redox reset,Liver Health / Fibrosis; Longevity & Cellular Resilience
16444584,"The analgesic acetaminophen (AAP) causes a potentially fatal, hepatic centrilobular necrosis when taken in overdose. It was reported that these toxic effects of AAP are due to oxidative reactions that take place during its metabolism. In this study, we aimed to investigate the possible beneficial effect of Ginkgo biloba (EGb), an antioxidant agent, against AAP toxicity in mice. Balb/c mice were injected i.p. with: (1) vehicle, control (C) group; (2) a single dose of 50 mg/kg Ginkgo biloba extract, EGb group; (3) a single dose of 900 mg/kg i.p. acetaminophen, AAP group, and (4) EGb, in a dose of 50 mg/kg after AAP injection, AAP + EGb group. Serum ALT, AST, and tumor necrosis factor-alpha (TNF-alpha) levels in blood and glutathione (GSH), malondialdehyde (MDA) levels, myeloperoxidase (MPO) activity, and collagen contents in liver tissues were measured. Formation of reactive oxygen species in hepatic tissue samples was monitored by using chemiluminescence (CL) technique with luminol and lusigenin probe. Tissues were also examined microscopically. ALT, AST levels, and TNF-alpha were increased significantly (p  0.001) after AAP treatment, and reduced with EGb. Acetaminophen caused a significant (p  0.05-0.001) decrease in GSH levels while MDA levels and MPO activity were increased (p  0.001) in liver tissues. These changes were reversed by EGb treatment. Furthermore, luminol and lusigenin CL levels in the AAP group increased dramatically compared to control and reduced by EGb treatment (p  0.01). Our results implicate that AAP causes oxidative damage in hepatic tissues and Ginkgo biloba extract, by its antioxidant effects protects the tissues. Therefore, its therapeutic role as a ""tissue injury-limiting agent"" must be further elucidated in drug-induced oxidative damage.",Ginkgo nut,Ginkgo biloba,17,GSH,Ginkgo biloba extract,Balb/c mice,50 mg/kg,reversed the decrease in GSH levels,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
16458529,"Intestinal inflammatory states, regardless of specific initiating events, share common immunologically mediated pathways of tissue injury and repair. The efficacy of various drugs used to treat ulcerative colitis (UC) was investigated. The aim of the present study is to evaluate the effects of ginkgo biloba extract on the extent and severity of UC caused by intracolonic administration of acetic acid in rats. The inflammatory response was assessed by histology and measurement of myeloperoxidase activity (MPO), reduced glutathione (GSH), tumor necrosis factor (TNF-alpha) and interleukin-1beta (IL-1beta) levels in colon mucosa. Oral pretreatment with Ginkgo biloba in doses of (30, 60, 120 mg kg(-1) body weight) and sulfasalazine in a dose of (500 mg kg(-1) body weight used as reference) for 2 days before induction of colitis and continued for 5 consecutive days, significantly decreased colonic MPO activity, TNF-alpha, and IL-1beta levels and increased GSH concentration. Moreover, Ginkgo biloba attenuated the macroscopic colonic damage and the histopathological changes-induced by acetic acid. These results suggest that Ginkgo biloba may be effective in the treatment of UC through its scavenging effect on oxygen-derived free radicals.",Ginkgo nut,Ginkgo biloba,17,GSH,ginkgo biloba extract,rats,"30, 60, 120 mg/kg",increased GSH concentration,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
