source_id,abstract,included_plant_compound,matched_name,no,included_target
11457978,"In a recent report, it was claimed that azuki beans (Vigna angularis) do not synthesize phytochelatins (PCs) upon exposure to cadmium, although glutathione (GSH), the substrate for PC synthesis, is present in this plant. This legume species thus would be the first exception in the plant kingdom that would fail to complex heavy metals by PCs. Here, we report that not GSH, but only homoglutathione can be detected in this plant and that homo-phytochelatins are formed when azuki beans are challenged with heavy metals such as cadmium. We also show that the 5,5'-dithiobis(2-nitrobenzoic acid)-oxidized GSH reductase recycling assay, used for GSH quantification in the recent study of heavy metal tolerance in azuki beans, reacts both with GSH and homoglutathione and therefore cannot be used when biological samples should be analyzed exclusively for GSH.",Adzuki bean,Vigna angularis,32,GSH
11506812,"Cinnamomum cassia is used as a flavoring spice with some established medicinal properties. In this study, we evaluated the antimutagenic effect of C. cassia against two mutagens, viz. benzo[a]pyrene (B[a]P) and cyclophosphamide (CP). The antimutagenic properties of C. cassia were examined by the Ames test. In vivo chromosomal aberration (CA) and micronuclei tests were also employed to assess the antimutagenic effect of C. cassia in mice after pretreatment with the extract orally for seven consecutive days. To elucidate the mechanism by which C. cassia exerts its antimutagenic effect, certain key enzymes involved in bioactivation and detoxification processes were also investigated. Changes in liver cytochrome P450 (Cyt P450), glutathione content (GSH), glutathione S-transferase (GST), glutathione reductase (GR), and glutathione peroxidase (GPX) were evaluated in pretreated animals. It was observed in the Ames test, bone marrow chromosomal aberration assay, and micronucleus test that C. cassia exerted significant antimutagenic effects against B[a]P and CP in animals treated with the plant extract. C. cassia pretreatment decreased Cyt P450 content but increased GSH content and the activity of glutathione-dependent antioxidant enzymes, viz. GST, GR, and GPX. The present findings demonstrate that the antimutagenic potential of C. cassia could be attributed to its modulatory effect on the xenobiotic bioactivation and detoxification processes.",Cinnamon bark,Cinnamomum cassia,24,GSH
11507743,"The standardized extract of Ginkgo biloba (EGb 761) has been widely employed for its significant benefit in neurodegenerative disorders. Although antioxidative actions have been attributed to this extract, the mechanisms of the multiple principles involved in this pharmacological activity are not completely established. Parkinson's and Alzheimer's diseases are frequently associated with oxidative stress and defects in the cellular protective mechanisms. In this study, the lipid peroxidation (LPO) and the activity of the antioxidant enzymes, catalase (CAT) and superoxide dismutase (SOD) were evaluated in the hippocampus, striatum and substantia nigra (SN) of rats treated with EGb 761. An increase in the CAT and SOD activities in the hippocampus, striatum and SN, and a decrease of the LPO in the hippocampus were observed. These data are additional to the antioxidant properties of EGb 761 reported in the literature and indicate a possible role for the extract in the treatment of diseases involving free radicals and oxidative damage.",Ginkgo nut,Ginkgo biloba,17,SOD
11518563,"Administration of bacterial lipopolysaccharide (LPS) to laboratory animals and cultured macrophages is known to induce the production of nitric oxide (NO) from inducible nitric oxide synthase (iNOS). Here we show that pre-treatment with Ginkgo biloba extract (EGb 761) suppresses the in vivo production of NO (measured by the Griess reaction) after challenge with LPS. In order to begin to understand the mechanism of this inhibition, we evaluated in vitro effects of EGb 761 and its flavonoid component, quercetin, on LPS-treated RAW 264.7 macrophages. Pre-treatment with EGb 761 or quercetin dose-dependently inhibited NO release. Both substances scavenged NO generated from the decomposition of sodium nitroprusside. Western analysis showed that EGb 761 and quercetin inhibited LPS-induced levels of iNOS protein. Northern blotting demonstrated that EGb 761 and quercetin decreased LPS-induced iNOS mRNA levels without altering the half-life. Activation of mitogen activated protein kinases (MAPKs) and the redox-sensitive transcription factors, nuclear factor-kappaB (NF-kappaB) and activator protein 1 (AP-1) are key events in the signal transduction pathways mediating iNOS induction. In our studies, both EGb 761 and quercetin inhibited p38 MAPK activity, which is necessary for iNOS expression in LPS-stimulated RAW 264.7 macrophages. However, differences in the response of NF-kappaB, AP-1, and Jun N-terminal kinase/stress activated protein kinase (JNK/SAPK) and its downstream substrates to EGb 761 and quercetin suggest that quercetin is not the sole component responsible for the in vivo inhibition of LPS-induced iNOS activation by EGb 761.",Ginkgo nut,Ginkgo biloba,17,NO
11535366,"Sixty-eight water and methanol extracts from 34 Chinese herbal drugs, most of which are used for inflammatory diseases, were screened for their inhibitory effects on nitric oxide (NO) production in lipopolysaccharide (LPS)-stimulated J774.1 macrophages and in LPS/interferon (IFN)-gamma-stimulated mouse peritoneal exudate macrophages. Among the extracts, methanol extracts of Myristica fragrans, Plantago asiatica, Rubia cordifolia, and Zanthoxylum bungeanum showed significant inhibition in J774.1 macrophages, while in mouse peritoneal exudate macrophages, water extracts of Ru. cordifolia and Scutellaria baicalensis and methanol extracts of Angelica megaphylla, My. fragrans, and Z. bungeanum inhibited the NO production. Among them, inhibition of water extract of Sc. baicalensis was found to be mainly due to direct scavenging of NO radicals, through an examination of its scavenging activity on PAPA NONOate-generated NO radicals, while water extract of Ru. cordifolia and methanol extracts of An. megaphylla, My. fragrans, P. asiatica, and Z. bungeanum showed inhibition on iNOS mRNA expression. At last, an inhibitory compound on iNOS mRNA expression was isolated from a methanol extract of Z. bungeanum and identified as 4-O-beta-D-glucopyranosyldihydroferulic acid by NMR spectral analyses and chemical synthesis.",Sichuan pepper,Zanthoxylum bungeanum,31,NO
11673643,"The objective of the present study was to characterize the action of Ginkgo biloba extract (EGb761) and its sub-fractions on glutathione homeostasis in a human keratinocyte cell culture model. Cells were incubated with EGb761, its purified flavonoid (quercetin, kaempferol, rutin) or terpenoids (gingkolides A, B, C, J, bilobalide) constituents or the vehicle for up to 72 hours. Incubation of keratinocytes with the purified flavonoids or terpenoids did not affect cellular GSH levels. However, EGb761 treatment (up to 200 microg/ml) resulted in a dose-dependent increase of cellular GSH. Western blot analysis of extracts from cells treated with EGb761 revealed increased levels of the catalytic subunit of gamma-glutamylcysteinyl synthetase (gamma-GCS), the rate-limiting enzyme in GSH synthesis. The abundance of mRNA for the catalytic subunit (assayed by RT-PCR) was also increased by the treatment with EGb761. Increased levels of cellular GSH by EGb761 were also observed in other cell lines including those from human bladder and liver as well as in murine macrophages indicating that the induction of gamma-GCS mRNA, protein and GSH may be an ubiquitous effect of EGb761 in mammalian cells.",Ginkgo nut,Ginkgo biloba,17,GSH
11716149,"Enhanced apoptosis and elevated levels of reactive oxygen species (ROS) play a major role in aging. In addition, several neurodegenerative diseases are associated with increased oxidative stress and apoptosis in neuronal tissue. Antioxidative treatment has neuro-protective effects. The aim of the present study was to evaluate changes of susceptibility to apoptotic cell death by oxidative stress in aging and its inhibition by the antioxidant Ginkgo biloba extract EGb761. We investigated basal and ROS-induced levels of apoptotic lymphocytes derived from the spleen in young (3 months) and old (24 months) mice. ROS were induced by 2-deoxy-D-ribose (dRib) that depletes the intracellular pool of reduced glutathione. Lymphocytes from aged mice accumulate apoptotic cells to a significantly higher extent under basal conditions compared to cells from young mice. Treatment with dRib enhanced this difference, implicating a higher sensitivity to ROS in aging. Apoptosis can be reduced in vitro by treatment with EGb761. In addition, mice were treated daily with 100 mg/kg EGb761 per os over a period of two weeks. ROS-induced apoptosis was significantly reduced in the EGb761 group. Interestingly, this effect seemed to be more pronounced in old mice.",Ginkgo nut,Ginkgo biloba,17,ROS
11808554,"Two modern fungicides, a strobilurin, azoxystrobin (AZO), and a triazole, epoxiconazole (EPO), applied as foliar spray on spring barley (Hordeum vulgare L. cv. Scarlett) 3 days prior to fumigation with injurious doses of ozone (150-250 ppb; 5 days; 7 h/day) induced a 50-60% protection against ozone injury on leaves. Fungicide treatments of barley plants at growth stage (GS) 32 significantly increased the total leaf soluble protein content. Additionally, activities of the antioxidative enzymes superoxide dismutase (SOD), catalase (CAT), ascorbate-peroxidase (APX) and glutathione reductase (GR) were increased by both fungicides at maximal rates of 16, 75, 51 and 144%, respectively. Guiacol-peroxidase (POX) activity was elevated by 50-110% only in AZO treated plants, while this effect was lacking after treatments with EPO. This coincided with elevated levels of hydrogen peroxide (H2O2) only in EPO and not in AZO treated plants. The enhancement of the plant antioxidative system by the two fungicides significantly and considerably reduced the level of superoxide (O2*-) in leaves. Fumigation of barley plants for 4 days with non-injurious ozone doses (120-150 ppb, 7 h/day) markedly and immediately stimulated O2*- accumulation in leaves, while H2O2 was increased only after the third day of fumigation. Therefore, O2*- itself or as precursor of even more toxic oxyradicals appears to be more indicative for ozone-induced leaf damage than H2O2. Ozone also induced significant increases in the activity of antioxidant enzymes (SOD, POX and CAT) after 2 days of fumigation in fungicide untreated plants, while after 4 days of fumigation these enzymes declined to a level lower than in unfumigated plants, due to the oxidative degradation of leaf proteins. This is the first report demonstrating the marked enhancement of plant antioxidative enzymes and the enhanced scavenging of potentially harmful O2*- by fungicides as a mechanism of protecting plants against noxious oxidative stress from the environment. The antioxidant effect of modern fungicides widely used in intense cereal production in many countries represents an important factor when evaluating potential air pollution effects in agriculture.",Malted barley,Hordeum vulgare,35,SOD
12000450,"We report here that NO(3)(-) in the xylem exerts positive feedback on its loading into the xylem through a change in the voltage dependence of the Quickly Activating Anion Conductance, X-QUAC. Properties of this conductance were investigated on xylem-parenchyma protoplasts prepared from roots of Hordeum vulgare by applying the patch-clamp technique. Chord conductances were minimal around -40 mV and increased with plasma membrane depolarisation as well as with hyperpolarisation. Two gates with opposite voltage dependences were postulated. When 30 mM Cl- in the bath was replaced by NO(3)(-), a shift in the midpoint potential of the depolarisation-activated gate by about -60 mV from 43 to -16 mV occurred (K(m) = 3.4 mM). No such effect was seen when chloride was replaced by malate. Addition of 10 mM NO(3)(-)to the pipette solution and reduction of [Cl-] from 124 to 4 mM (to simulate cytoplasmic concentrations) did not interfere with the voltage dependence of X-QUAC activation, nor was it affected by changes in external [K+]. If only the NO(3)(-) effect on gating was considered, an increase of the NO(3)(-) concentration in the xylem sap to 5 mM would result in an enhancement of NO(3)(-) efflux by about 30%. Although the driving force for NO(3)(-) efflux would be reduced simultaneously, NO(3)(-) efflux into the xylem through X-QUAC would be maintained with high NO(3)(-) concentrations in the xylem sap; a situation which occurs for instance during the night.",Malted barley,Hordeum vulgare,35,NO
12088800,"There is increasing evidence to support the hypothesis that free radical-mediated oxidative processes contribute to atherogenesis. More recently the ability of antioxidant nutrients to affect cell response and gene expression has been reported in vitro, providing a novel mechanistic perspective for the biological activity of antioxidants. Sea buckthorn (Hippophaë rhamnoides L.) is a rich source of antioxidants both aqueous and lipophilic, as well as polyunsaturated fatty acids. The objective of the study was to characterize the antioxidant profile of Sea buckthorn juice (SBJ) and to evaluate its effect on plasma lipids, LDL oxidation, platelet aggregation and plasma soluble cell adhesion protein concentration. Twenty healthy male volunteers were given either a placebo or SBJ for 8 weeks. Additional daily intakes of vitamin C, alpha-tocopherol, beta-carotene and flavonoids through SBJ supplementation were 462, 3.2, 1.0 and 355 mg respectively. There were no significant changes in plasma total cholesterol, LDL-C, platelet aggregation or plasma intercellular cell adhesion molecule 1 (ICAM-1) levels between treatment groups. Although not significant, a 20% and 17% increase in plasma HDL-C and triacylglycerol (TAG) concentrations were observed. SBJ supplementation also resulted in a moderate decrease in the susceptibility of LDL to oxidation.",Sea buckthorn,Sea buckthorn,28,LDL-C
12107763,"This study investigated the effects of bilobalide, a constituent of Ginkgo biloba, on potassium and veratridine-induced release of glutamate and aspartate from mouse cortical slices. We also studied its effects on spontaneous and N-methyl-D-aspartate (NMDA)-induced depolarizations elicited in magnesium-free artificial cerebrospinal fluid (aCSF) as well as its effect on NO-711 (a gamma-aminobutyric acid (GABA) uptake inhibitor)-induced depolarizations. Bilobalide, 100 microM significantly reduced both glutamate and aspartate release elicited by potassium or veratridine. Bilobalide (5-100 microM) also significantly reduced the frequency of NO-711 induced depolarizations, however, it had no effect on spontaneous or on NMDA-induced depolarizations at 5-200 microM. These results suggest that the neuroactive properties of bilobalide may be mediated by a reduction in excitatory amino acid neurotransmitter release.",Ginkgo nut,Ginkgo biloba,17,NO
12177477,"Nitric oxide (NO) is a freely diffusible, gaseous free radical and an important signaling molecule in animals. In plants, NO influences aspects of growth and development, and can affect plant responses to stress. In some cases, the effects of NO are the result of its interaction with reactive oxygen species (ROS). These interactions can be cytotoxic or protective. Because gibberellin (GA)-induced programmed cell death (PCD) in barley (Hordeum vulgare cv Himalaya) aleurone layers is mediated by ROS, we examined the effects of NO donors on PCD and ROS-metabolizing enzymes in this system. NO donors delay PCD in layers treated with GA, but do not inhibit metabolism in general, or the GA-induced synthesis and secretion of alpha-amylase. alpha-Amylase secretion is stimulated slightly by NO donors. The effects of NO donors are specific for NO, because they can be blocked completely by the NO scavenger 2-(4-carboxyphenyl)-4,4,5,5-tetramethylimidazoline-1-oxyl-3-oxide. The antioxidant butylated hydroxy toluene also slowed PCD, and these data support our hypothesis that NO is a protective antioxidant in aleurone cells. The amounts of CAT and SOD, two enzymes that metabolize ROS, are greatly reduced in aleurone layers treated with GA. Treatment with GA in the presence of NO donors delays the loss of CAT and SOD. We speculate that NO may be an endogenous modulator of PCD in barley aleurone cells.",Malted barley,Hordeum vulgare,35,SOD; ROS; NO
12207673,"Free oxygen radicals are involved in inflammatory skin reactions induced by ultraviolet B (UVB). In this study, the effect of a herbal antioxidant Ginkgo biloba extract (EGb 761) was investigated in UVB irradiated mice skin. The study was carried out on four groups of mice (n = 6 in each group). The first group was a control group (G1). The second group (G2) was only exposed to acute UVB irradiation. The third group (G3) received 100 mg/kg/day of EGb 761 orally for 5 days before UVB irradiation and the fourth group (G4) was given only a single dose of EGb 761 immediately after UVB irradiation. Eighteen hours after exposing to UVB, lipid peroxide levels, and superoxide dismutase (SOD) activities were studied and UVB damage was evaluated histopathologically according to ""sun-burn cell count"". The SOD activities and Malondialdehyde (MDA) levels in G2, G3 and G4 were found to be decreased significantly when compared with G1 (P  0.05). The SOD activities of G3 and G4 were higher when compared with G2 (P  0.05). The number of sunburn cells (SBCs) was the highest in G2. Our results suggest that EGb 761 may have an important effect, both as a protective and therapeutic agent, in sunburn after UVB irradiation.",Ginkgo nut,Ginkgo biloba,17,SOD
12230103,"The aim of this study was to determine the effects of Hippophae rhamnoides L. extract (HRe-1) and also vitamin E as a positive control on nicotine-induced oxidative stress in rat blood, specifically alterations in erythrocyte malondialdehyde (MDA) level, activities of some erythrocyte antioxidant enzymes, and plasma vitamin E and A levels. The groups were: nicotine (0.5 mg/kg/d, intraperitoneal, i.p.); nicotine+vitamin E (75 mg/kg/d, intragastric, i.g.); nicotine+HRe-1 (1 ml/kg/d, i.g.); and control group (receiving only vehicles). There were 8 rats per group and the supplementation period was 3 weeks. Nicotine-induced increase in erythrocyte MDA level was prevented by both HRe-1 and vitamin E. Nicotine-induced decrease in erythrocyte superoxide dismutase (SOD) activity was prevented by HRe-1, but not vitamin E. HRe-1 increased the erythrocyte glutathione peroxidase (GSH-Px) activity compared with nicotine and the vitamin E groups. Catalase activity was not affected. Vitamin E supplementation increased plasma vitamin E level. Plasma vitamin A level was higher in both vitamin E and HRe-1 supplemented groups compared with nicotine and control groups. The results suggest that HRe-1 extract can be used as a dietary supplement, especially by people who smoke, in order to prevent nicotine-induced oxidative stress.",Sea buckthorn,Hippophae rhamnoides,28,SOD; GSH
12231874,"Seven-day-old, etiolated barley (Hordeum vulgare L. var Post) leaves were fractionated into crude and purified etioplast, microsomal, and plasma membrane (PM) fractions. Protoporphyrinogen oxidase (Protox) specific activities of crude etioplast, purified etioplast, microsome, and PM fractions were approximately 29, 26, 23, and 12 nmol h-1 mg-1 of protein, respectively. The herbicide acifluorfen-methyl (AFM), at 1 [mu]M, inhibited Protox activity from crude etioplasts, purified etioplasts, microsomes, and PM by 58, 59, 23, and 0% in the absence of reductants. Reductants (ascorbate, glutathione [GSH], dithiothreitol [DTT], and NADPH) individually reduced the Protox activity of all fractions, except that microsomal Protox activity was slightly stimulated by NADPH. Ascorbate, GSH, or a combination of the two reductants enhanced Protox inhibition by AFM, and AFM inhibition of Protox was greatest in all fractions with DTT. NADPH enhanced AFM inhibition significantly only in etioplast fractions. Uroporphyrinogen I (Urogen I) and coproporphyrinogen I (Coprogen I) oxidase activities were found in all fractions; however, etioplast fractions had significantly more substrate specificity for protoporphyrinogen IX (Protogen IX) than the other fractions. Urogen I and Coprogen I oxidase activities were unaffected by AFM in all fractions, and 2 mM DTT almost completely inhibited these activities from all fractions. Diethyldithiocarbamate inhibited PM Protox activity by 62% but had less effect on microsome and little or no effect on etioplast Protox. Juglone and duroquinone stimulated microsomal and PM Protox activity, whereas the lesser effect of these quinones on etioplast Protox activity was judged to be due to PM and/or microsomal contaminants. These data indicate that there are microsomal and PM Protogen IX-oxidizing activities that are not the same as those associated with the etioplast and that these activities are not inhibited in vivo by AFM. In summary, these data support the view that the primary source of high protoporphyrin IX concentrations in AFM-treated plant tissues is from Protogen IX exported by plastids and oxidized by AFM-resistant extraorganellar oxidases.",Malted barley,Hordeum vulgare,35,GSH
12232384,"Antioxidant enzyme activities are inducible by oxidative stress and decrease during senescence. To determine if the age-dependent decrease of superoxide dismutase (SOD) activities is due to decreased sensitivity to oxidative stress, we have investigated the changes in steady-state levels of transcripts and activities of mitochondrial Mn-SOD (SOD1), chloroplastic Fe-SOD (SOD2), and cytoplasmic Cu-Zn-SOD (SOD3) in young and mature-senescent detached barley (Hordeum vulgare L.) leaves in response to incubation in darkness, growth light (20 W m-2), and photooxidative stress conditions (100 W m-2 with 21 or 100% O2). For a comparison, changes in the mRNA for ribulose bisphosphate carboxylase were also measured. After leaf detachment, the abundance of all three SOD mRNAs increased, then decreased and eventually stabilized after 6 h of incubation. After 20 h of incubation under darkness SOD transcripts decreased in both young and mature-senescent leaves. While under strong photooxidative stress the levels of the three SOD transcripts significantly increased in young leaves; in mature-senescent leaves SOD2 and, to lesser extent, SOD1 and SOD3 transcripts decreased. Generally, SOD activity changes were similar to those of mRNAs. It is proposed that oxidative damage during senescence could be favored by the inability of senescing leaves to modulate the steady-state level of SOD mRNA, and probably those of other antioxidant enzymes, concomitant with the rate of oxyradical formation.",Malted barley,Hordeum vulgare,35,SOD
12235448,"Phytochemical-mediated modulation of cytochrome P450 (CYP) activity may underlie many herb-drug interactions. Single-time point phenotypic metabolic ratios were used to determine whether long-term supplementation of St John's wort, garlic oil, Panax ginseng, and Ginkgo biloba affected CYP1A2, CYP2D6, CYP2E1, or CYP3A4 activity. Twelve healthy volunteers (6 females) were randomly assigned to receive either St John's wort, garlic oil, P ginseng, or G biloba for 28 days. For each subject, a 30-day washout period was interposed between each supplementation phase. Probe-drug cocktails of midazolam, caffeine, chlorzoxazone, and debrisoquin (INN, debrisoquine) were administered before supplementation (baseline) and at the end of supplementation. Presupplementation and postsupplementation phenotypic trait measurements were determined for CYP3A4, CYP1A2, CYP2E1, and CYP2D6 with the use of 1-hydroxymidazolam/midazolam serum ratios (1-hour sample), paraxanthine/caffeine serum ratios (6-hour sample), 6-hydroxychlorzoxazone/chlorzoxazone serum ratios (2-hour sample), and debrisoquin urinary recovery ratios (8-hour collection), respectively. Comparisons of presupplementation and postsupplementation ratios indicated that St John's wort significantly induced the activity of CYP2E1 and CYP3A4 (P .0001). Among female subjects, St John's wort produced significantly greater increases in CYP3A4 phenotypic ratios that appeared to be unrelated to body mass index. This finding is suggestive of a sexual dimorphism in CYP3A4 inducibility. Garlic oil reduced CYP2E1 activity by 39% (P =.030), whereas no significant effect on CYP activity was observed for P ginseng and G biloba. Single-time point phenotypic metabolic ratios may provide a practical means of predicting CYP-mediated herb-drug interactions in humans.",Ginkgo nut,Ginkgo biloba,17,CYP2E1
12269382,"Ginkgo biloba extract (GBE) has been used clinically for improving peripheral vascular diseases in France and Germany and is ingested widely as a herbal medicine in some countries. However, accurate information about its safety as an herbal medicine has not been sufficiently established. To address this issue, we examined the effect of GBE on hepatic drug metabolizing enzymes and their influence on hypotensive drug in rats. Male rats were fed either a control diet or diet containing GBE (0.5% w/w) for 4 weeks. The feeding of a GBE diet did not change the serum transaminase activity, but increased the liver weight and the phospholipid concentration in the liver. In addition, the GBE diet markedly increased the content of cytochrome P-450 (CYP), and the activity of glutathione S-transferase in the liver. Furthermore, the GBE diet markedly induced levels of CYP2B1/2, CYP3A1 and CYP3A2 mRNA in the liver. The levels of CYP1A1, CYP1A2, CYP2E1, CYP2C11 and CYP4A1 were unchanged. The feeding of GBE for 4 weeks significantly reduced the hypotensive effect of nicardipine that was reported to be metabolized by CYP3A2 in rats. These findings suggest that GBE reduces the therapeutic potency of the Ca2+ channel blocker, nicardipine, via enhancement of cytochrome P-450 expression.",Ginkgo nut,Ginkgo biloba,17,CYP2E1
12366386,"1. An extract of Ginkgo biloba (EGb 761) has been reported to alleviate cerebrovascular problems. In the present study, we investigated the antithrombotic effects of EGb 761 in cerebral blood vessels of stroke-prone spontaneously hypertensive rats (SHRSP/Izm). 2. In the present study, EGb 761 was administered orally to SHRSP/Izm at 60 and 120 mg/kg each day for 3 weeks from the age of 7 weeks. The age-related increase in blood pressure observed in SHRSP was suppressed significantly by EGb 761 at both doses 3 weeks after treatment. 3. Thrombotic potential was assessed in vivo using a He-Ne laser-induced thrombosis model and was significantly suppressed by EGb 761. 4. The anti-oxidant effects of EGb 761 were determined by measurement of urinary 8-hydroxy-2'-deoxyguanosine (8-OHdG). At 120 mg/kg, EGb 761 decreased 8-OHdG significantly compared with control animals. 5. Urinary nitrite/nitrate, nitric oxide (NO) metabolites, were increased significantly after administration of EGb 761. Expression of endothelial NO synthase (eNOS) mRNA was measured using a real-time quantitative reverse transcription-polymerase chain reaction method. The expression of eNOS mRNA in the EGb 761 group (120 mg/kg) was significantly higher than in the control group. 6. The results indicate that EGb 761 decreases blood pressure and mediates strong antithrombotic and anti-oxidant effects in SHRSP. These pharmacological activities may contribute to the beneficial properties of EGb 761 observed in clinical practice.",Ginkgo nut,Ginkgo biloba,17,eNOS; NO
12392793,"A growing number of studies suggest that natural extracts and phytochemicals have a positive impact on brain aging. We examined the potential of the Ginkgo biloba extract EGb 761 and red wine-derived constituents on cell death produced by beta-amyloid (Abeta) peptides and oxidative stress, with respect to their possible deleterious role in age-related neurological disorders. We found that EGb 761, possibly through the antioxidant properties of its flavonoids, was able to protect hippocampal cells against toxic effects induced by Abeta peptides. Moreover, we showed that an exposure of rat hippocampal cells to the nitric oxide (NO) donor sodium nitroprusside (SNP) resulted in a decrease in cell survival and increase in reactive oxygen species (ROS) accumulation. However, EGb 761 and red wine-derived polyphenols protected against these events, due to their antioxidant activities, and their ability to block SNP-stimulated activity of protein kinase C (PKC). Taken together, these results support the hypothesis that dietary intake of natural substances may be beneficial in normal aging of the brain.",Ginkgo nut,Ginkgo biloba,17,ROS; NO
12467906,"Bainiku-ekisu, the fruit-juice concentrate of the Oriental plum (Prunus mume) has recently been shown to improve human blood fluidity. We have shown that angiotensin II (AngII) stimulates growth of vascular smooth muscle cells (VSMCs) through epidermal growth factor (EGF) receptor transactivation that involves reactive oxygen species (ROS) production. To better understanding the possible cardiovascular protective effect of Bainiku-ekisu, we have studied whether Bainiku-ekisu inhibits AngII-induced growth promoting signals in VSMCs. Bainiku-ekisu markedly inhibited AngII-induced EGF receptor transactivation. H(2)O(2)-induced EGF receptor transactivation was also inhibited by Bainiku-ekisu. Thus, Bainiku-ekisu markedly inhibited AngII-induced extracellular signal-regulated kinase (ERK) activation. However, EGF-induced ERK activation was not affected by Bainiku-ekisu. AngII stimulated leucine uptake in VSMCs that was significantly inhibited by Bainiku-ekisu. Also, Bainiku-ekisu possesses a potent antioxidant activity. Since the activation of EGF receptor, ERK and the production of ROS play central roles in mediating AngII-induced vascular remodeling, these data suggest that Bainiku-ekisu could exert a powerful cardiovascular protective effect with regard to cardiovascular diseases.",Mume plum,Prunus mume,10,ROS
12475291,"The inhibitory effects of Cinnamomum cassia bark-derived material on nitric oxide (NO) production in RAW 264.7 cells was determined through the evaluation of NO production and expression of inducible nitric oxide and compared to the effects of three commercially available compounds, cinnamyl alcohol, cinnamic acid, and eugenol. The biologically active constituents of C. cassia extract were characterized as trans-cinnamaldehyde by spectral analysis. The inhibitory effects varied with both chemical and concentration used. Potent inhibitory effects of cinnamaldehyde against NO production were 81.5 and 71.7% at 1.0 and 0.5 microg/microL, respectively, and a 41.2% inhibitory effect was revealed at 0.1 microg/microL. However, little or no activity was observed for cinnamic acid and eugenol. Suppression effects of cinnamaldehyde on inducible nitric oxide synthase expression were revealed by Western blot analysis. As a naturally occurring therapeutic agent, trans-cinnamaldehyde could be useful for developing new types of NO inhibitors.",Cinnamon bark,Cinnamomum cassia,24,NO
12492636,"Plant-based polyphenolic compounds have been reported to possess cardiovascular health benefits. Several dietary sources, including herbs and spices, fruits and vegetables, and tea and wine, contain an array of biologically active compounds that have been shown to be effective in retarding oxidation of low-density lipoproteins (LDL) and promoting vascular relaxation. In the present study four different plant sources, both edible and non-edible, were evaluated for potential activity. Organic extracts enriched in polyphenols were prepared from palm fronds (Elaesis guineensis); lemongrass (Cymbopogon citrates); papaya shoots (Carica papaya) and green chilli (Capsicum frutescenes) and tested for their ability to prevent in vitro oxidation of LDL, and for potential vascular relaxation actions. Rings of rat thoracic aorta and isolated perfused mesenteric vascular beds were mounted in organ baths, contracted using a half-maximal dose of noradrenaline and exposed to cumulative additions of test extracts. Palm frond extract resulted in considerable relaxation (75%) in both preparations and was found to be endothelium-dependent as removal of endothelium or inhibition of endogenous nitric oxide (NO) led to a total loss in relaxant activity. Lemongrass extract caused a greater relaxation action in the mesenteric preparation compared to aortic rings, and appears to be mediated via NO-independent and non-prostanoid mechanisms. Of the extracts tested, palm fronds also demonstrated the highest antioxidant capacity, as determined by the ferric reducing activity/potential assay, and resulted in a significant delay (P  0.05) in the oxidation of LDL. Collectively, these preliminary findings lend further support to the potential cardiovascular actions of plant polyphenols and also identify oil palm fronds as containing constituents that promote vascular relaxation via endothelium-dependent mechanisms.",Lemongrass,Lemongrass,411,NO
12502385,"In the interest of developing a simple and rapid ultraweak chemiluminescence assay for assessing the superoxide (O(2)(-))-scavenging activities of various aqueous extracts of food constituents, a specific and stable O(2)(-)-generating system was sought. Reported herein is the obtainment for the first time of a specific and stable O(2)(-)-generating system consisting of methylglyoxal (MG), a reactive 2-oxo aldehyde and arginine, which has been shown to produce much steadier lucigenin-based chemiluminesence (LBCL) than the conventional xanthine/xanthine oxidase system running in parallel and monitoring by an ultraweak chemiluminescence analyzer. Upon mixing of MG and arginine in a phosphate-buffered saline solution, pH 7.4, steady, time-dependent increments of LBCL can be visually observed. The plateau of LBCL can be reached in approximately 10 min and retained in a steadily stable state thereafter without fluctuation for the next 15 min. The lucigenin-based LBCL generation was shown to be specific since it could be effectively inhibited by active bovine SOD, but not by heat-inactivated enzyme or catalase. Conversely, the xanthine/xanthine oxidase system can merely produce a LBCL peak rapidly but decay instantaneously. To illustrate the application of the proposed method for assessing the O(2)(-)-scavenging ability of various food extracts, namely, Prunus mume (A), Lilum lancifolium (B), Creataegus pinnatifida (C), Tremella fuciformis (D), Fortunella margarita (E), and Scutellaria baicalensis (F), we used the following protocol: 12 min after monitoring of LBCL, 1 mg/mL of each of the test compounds was added to the assay system and various degrees of sudden drop of LBCL values were observed, indicating differences in O(2)(-)-scavenging abilities exerted by these food extracts that can be visually compared. Consequently, the percentages of inhibition of LBCL versus the concentrations of a test compound can be constructed. It follows that the concentration needed to inhibit 50% of LBCL (IC(50)) of a test compound can be extrapolated from the curve. Using this approach, we were able to obtain the IC(50) values of various compounds to be tested and the order of inhibitory efficiency of the above-mentioned food extracts was ranked, being A  B  C  D  E  F, respectively.",Scutellaria root (Scutellaria baicalensis),Scutellaria baicalensis,422,SOD
